               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.041115,            0.015117,           0.0023724,             0.67015,             0.44888,             0.51632,             0.25943,            0.043845,             0.01354,           0.0071326,           0.0038417,           0.0038417,           0.0038417
                 160,            0.041038,            0.015158,           0.0025584,              0.6647,             0.43274,             0.50572,             0.25682,            0.043189,             0.01347,           0.0068682,           0.0038028,           0.0038028,           0.0038028
                 161,            0.040746,            0.015085,           0.0025394,             0.66937,             0.42979,             0.50656,             0.25195,            0.043226,            0.013614,           0.0063869,           0.0037638,           0.0037638,           0.0037638
                 162,            0.040979,            0.015179,           0.0023401,             0.64923,             0.45187,             0.50971,             0.25802,            0.043672,            0.013482,           0.0062116,           0.0037248,           0.0037248,           0.0037248
                 163,             0.04061,            0.015054,           0.0025043,             0.65064,             0.46133,             0.51449,             0.25925,            0.044312,            0.013806,           0.0063608,           0.0036858,           0.0036858,           0.0036858
                 164,            0.040055,            0.014725,            0.002438,              0.6462,             0.45714,             0.50074,             0.25424,            0.044442,            0.013842,            0.006357,           0.0036469,           0.0036469,           0.0036469
                 165,            0.039922,               0.015,           0.0024061,              0.6351,             0.45427,             0.49486,             0.24941,            0.044478,            0.013733,           0.0064206,           0.0036079,           0.0036079,           0.0036079
                 166,            0.040614,            0.014931,           0.0022873,             0.62035,             0.46749,             0.49992,             0.25543,            0.043548,            0.013667,            0.006328,           0.0035689,           0.0035689,           0.0035689
                 167,            0.040389,             0.01485,           0.0023506,             0.64018,             0.46216,             0.50325,             0.25727,            0.043721,            0.013271,           0.0062586,           0.0035299,           0.0035299,           0.0035299
                 168,            0.040411,             0.01494,           0.0024086,             0.62446,              0.4622,              0.4964,             0.25162,            0.044226,            0.013553,           0.0065405,           0.0034909,           0.0034909,           0.0034909
                 169,            0.039705,            0.014913,           0.0023591,             0.62125,             0.47811,             0.50154,             0.24859,            0.043997,            0.013562,           0.0064358,            0.003452,            0.003452,            0.003452
                 170,             0.03972,            0.014769,           0.0022766,             0.62624,             0.47636,             0.50673,             0.24633,            0.043914,            0.013594,           0.0064173,            0.003413,            0.003413,            0.003413
                 171,            0.040108,            0.015068,           0.0023716,             0.63234,             0.48271,             0.50544,             0.24435,            0.043935,            0.013332,           0.0065007,            0.003374,            0.003374,            0.003374
                 172,            0.039676,            0.014907,           0.0021674,             0.61314,             0.48091,             0.49831,             0.24526,            0.043841,            0.013357,           0.0064014,            0.003335,            0.003335,            0.003335
                 173,            0.039443,            0.014497,           0.0020718,             0.64281,             0.46569,             0.49838,             0.24738,            0.043137,            0.013592,           0.0064114,           0.0032961,           0.0032961,           0.0032961
                 174,            0.040087,            0.014642,           0.0023441,             0.62619,               0.473,             0.50371,              0.2456,            0.043313,            0.013526,            0.006296,           0.0032571,           0.0032571,           0.0032571
                 175,            0.039704,              0.0148,           0.0020509,             0.59058,             0.48484,             0.50216,             0.24362,             0.04372,            0.013753,           0.0061545,           0.0032181,           0.0032181,           0.0032181
                 176,            0.039533,            0.014971,           0.0021251,             0.60916,             0.48196,             0.50341,             0.24378,            0.044065,            0.014009,           0.0057922,           0.0031791,           0.0031791,           0.0031791
                 177,            0.038777,            0.014715,           0.0021815,             0.61535,             0.46852,              0.4965,             0.24383,            0.044481,            0.014134,            0.005752,           0.0031402,           0.0031402,           0.0031402
                 178,            0.038956,            0.014896,           0.0021398,             0.62834,             0.45411,             0.49142,             0.24075,            0.044696,            0.014014,           0.0056688,           0.0031012,           0.0031012,           0.0031012
                 179,            0.039343,            0.014676,           0.0021146,             0.62685,             0.45972,             0.49612,             0.23958,            0.044696,            0.013724,           0.0056217,           0.0030622,           0.0030622,           0.0030622
                 180,            0.039057,            0.014607,           0.0021382,             0.62093,             0.46248,             0.49795,             0.24411,            0.044652,            0.013718,           0.0057697,           0.0030232,           0.0030232,           0.0030232
                 181,            0.039148,            0.014632,           0.0020341,             0.62083,             0.46447,             0.49721,             0.24546,            0.044176,            0.013652,           0.0058923,           0.0029843,           0.0029843,           0.0029843
                 182,            0.039423,            0.014408,           0.0021504,             0.64643,             0.44828,              0.4935,             0.24485,            0.044547,             0.01402,           0.0059325,           0.0029453,           0.0029453,           0.0029453
                 183,            0.039836,            0.014762,           0.0022678,             0.64766,              0.4434,             0.49086,              0.2432,            0.044657,            0.014088,           0.0058728,           0.0029063,           0.0029063,           0.0029063
                 184,            0.038812,            0.014597,           0.0020374,             0.59381,             0.45428,             0.49108,             0.24215,            0.044696,             0.01438,           0.0059809,           0.0028673,           0.0028673,           0.0028673
                 185,            0.038734,             0.01433,           0.0020138,              0.6127,               0.447,             0.49261,             0.24057,            0.044887,            0.014549,           0.0059766,           0.0028283,           0.0028283,           0.0028283
                 186,            0.038653,            0.014245,           0.0021157,             0.64252,             0.43971,             0.48332,             0.23873,            0.044727,            0.014633,           0.0059751,           0.0027894,           0.0027894,           0.0027894
                 187,            0.038639,            0.014829,           0.0020262,             0.60745,             0.45801,             0.48721,             0.24325,            0.044294,            0.014294,           0.0060577,           0.0027504,           0.0027504,           0.0027504
                 188,            0.038978,            0.014861,           0.0022131,             0.60759,             0.45763,             0.48806,             0.24607,            0.044186,            0.014332,           0.0061502,           0.0027114,           0.0027114,           0.0027114
                 189,            0.038008,            0.014391,            0.002122,             0.63955,             0.44119,             0.48542,             0.24663,            0.044227,            0.014545,           0.0061924,           0.0026724,           0.0026724,           0.0026724
                 190,            0.038195,            0.014228,           0.0018929,             0.61615,             0.44496,             0.48332,             0.24794,            0.044134,            0.014573,           0.0062617,           0.0026335,           0.0026335,           0.0026335
                 191,            0.038286,            0.014249,           0.0019217,             0.62715,             0.44346,              0.4869,             0.24839,            0.043985,            0.014351,           0.0060667,           0.0025945,           0.0025945,           0.0025945
                 192,            0.038309,            0.014254,           0.0020512,             0.61412,             0.45215,             0.48686,             0.24851,            0.043788,            0.014439,           0.0060135,           0.0025555,           0.0025555,           0.0025555
                 193,            0.038537,            0.014223,            0.002059,             0.63989,             0.44714,             0.48696,             0.24789,            0.043897,            0.014538,           0.0059596,           0.0025165,           0.0025165,           0.0025165
                 194,            0.038278,            0.014129,           0.0019698,              0.6402,             0.45182,             0.49034,             0.24942,             0.04392,            0.014528,           0.0059681,           0.0024776,           0.0024776,           0.0024776
                 195,            0.037716,            0.014276,           0.0019157,             0.63803,             0.45064,             0.48792,              0.2475,             0.04408,            0.014922,           0.0059908,           0.0024386,           0.0024386,           0.0024386
                 196,            0.038013,            0.013993,            0.001896,             0.64284,             0.44483,             0.48962,             0.24676,            0.044492,            0.015425,           0.0059953,           0.0023996,           0.0023996,           0.0023996
                 197,            0.037497,            0.014342,           0.0020196,              0.6388,             0.44961,             0.49574,              0.2493,            0.044446,            0.015383,           0.0059406,           0.0023606,           0.0023606,           0.0023606
                 198,            0.037869,            0.014206,           0.0019606,             0.64285,             0.45436,             0.49948,             0.25169,            0.044369,            0.015157,           0.0059891,           0.0023217,           0.0023217,           0.0023217
                 199,            0.037426,            0.013792,           0.0017763,             0.65413,              0.4501,             0.50458,             0.25334,             0.04445,            0.015155,           0.0059334,           0.0022827,           0.0022827,           0.0022827
                 200,             0.03783,            0.014134,           0.0017345,             0.65676,             0.45288,              0.5003,             0.25119,            0.044602,            0.015094,           0.0059815,           0.0022437,           0.0022437,           0.0022437
                 201,            0.037476,            0.013922,             0.00175,             0.65489,             0.45031,             0.50065,             0.25051,            0.044926,            0.015288,           0.0059545,           0.0022047,           0.0022047,           0.0022047
                 202,            0.037601,            0.014079,           0.0017767,             0.59169,             0.46526,             0.50001,             0.25105,             0.04509,            0.015362,           0.0059102,           0.0021657,           0.0021657,           0.0021657
                 203,            0.036942,            0.013866,            0.001602,             0.61599,             0.46368,             0.50396,             0.25227,            0.044942,            0.015295,           0.0058152,           0.0021268,           0.0021268,           0.0021268
                 204,            0.036751,             0.01387,           0.0017658,             0.64195,             0.45887,             0.50409,             0.25259,            0.044852,            0.015311,           0.0058199,           0.0020878,           0.0020878,           0.0020878
                 205,            0.037469,            0.014052,           0.0016668,              0.6431,             0.46132,             0.50305,             0.25473,            0.044785,            0.015239,           0.0059125,           0.0020488,           0.0020488,           0.0020488
